category,part of speech,ojibwe word,definition,url
noun,ni,ishkodewaabo,"alcohol (for drinking): liquor, spirits, whiskey",https://ojibwe.lib.umn.edu/main-entry/ishkodewaabo-ni
noun,ni,ishkodewaaboo,"alcohol (for drinking): liquor, spirits, whiskey",https://ojibwe.lib.umn.edu/main-entry/ishkodewaaboo-ni
verb,vai,ishkodewi,s/he is a fire (of the sun),https://ojibwe.lib.umn.edu/main-entry/ishkodewi-vai
noun,ni,ishkodewidaabaan,a train,https://ojibwe.lib.umn.edu/main-entry/ishkodewidaabaan-ni
noun,na,ishkodewidaabaan,a train,https://ojibwe.lib.umn.edu/main-entry/ishkodewidaabaan-na
noun,ni,ishkodewidaabaanikana,a train track,https://ojibwe.lib.umn.edu/main-entry/ishkodewidaabaanikana-ni
verb,vta,ishkon,"reserve, save, leave h/",https://ojibwe.lib.umn.edu/main-entry/ishkon-vta
verb,vta,ishkonamaw,"reserve, save, leave (it) for h/",https://ojibwe.lib.umn.edu/main-entry/ishkonamaw-vta
verb,vti,ishkonan,"reserve, save, leave it",https://ojibwe.lib.umn.edu/main-entry/ishkonan-vti
verb,vta,ishkonazh,spare h/ from killing,https://ojibwe.lib.umn.edu/main-entry/ishkonazh-vta
noun,ni,ishkonigan,"a reservation (US), a reserve (Canada)",https://ojibwe.lib.umn.edu/main-entry/ishkonigan-ni
noun,ni,ishkonigani-inaakonigewin,a band resolution or law,https://ojibwe.lib.umn.edu/main-entry/ishkonigani-inaakonigewin-ni
verb,vii,ishkonigaade,"it is reserved, saved, left (by someone), ""they"" reserve, save, leave it",https://ojibwe.lib.umn.edu/main-entry/ishkonigaade-vii
verb,vai,ishkonigaazo,"s/he is reserved, saved, left (by someone), ""they"" reserve, save, leave h/",https://ojibwe.lib.umn.edu/main-entry/ishkonigaazo-vai
verb,vai,ishkonige,"s/he reserves, saves, leaves things",https://ojibwe.lib.umn.edu/main-entry/ishkonige-vai
verb,vta,ishkozhamaw,leave (something) uncut for h/,https://ojibwe.lib.umn.edu/main-entry/ishkozhamaw-vta
verb,vti,ishkozhan,leave it uncut,https://ojibwe.lib.umn.edu/main-entry/ishkozhan-vti
noun,ni,ishkozhigan,something left uncut,https://ojibwe.lib.umn.edu/main-entry/ishkozhigan-ni
verb,vai,ishkozhige,s/he leaves something uncut,https://ojibwe.lib.umn.edu/main-entry/ishkozhige-vai
verb,vta,ishkozhwi,leave it (animate) uncut,https://ojibwe.lib.umn.edu/main-entry/ishkozhwi-vta
verb,vta,ishkwam,leave h/ behind uneaten,https://ojibwe.lib.umn.edu/main-entry/ishkwam-vta
verb,vta,ishkwandamaw,"save, leave (some food) for h/",https://ojibwe.lib.umn.edu/main-entry/ishkwandamaw-vta
verb,vti,ishkwandan,leave it behind uneaten,https://ojibwe.lib.umn.edu/main-entry/ishkwandan-vti
noun,ni,ishkwanjigan,leftover food,https://ojibwe.lib.umn.edu/main-entry/ishkwanjigan-ni
verb,vii,ishkwanjigaade,"it is left over from eating (by someone), ""they"" leave left-over food",https://ojibwe.lib.umn.edu/main-entry/ishkwanjigaade-vii
verb,vai,ishkwanjigaazo,"it (animate) is left over from eating (by someone), ""they"" leave it (animate) as leftovers",https://ojibwe.lib.umn.edu/main-entry/ishkwanjigaazo-vai
verb,vai,ishkwanjige,s/he leaves leftovers,https://ojibwe.lib.umn.edu/main-entry/ishkwanjige-vai
adverb,adv-loc,ishkwaya'ii,last; on the edge; on the rim,https://ojibwe.lib.umn.edu/main-entry/ishkwaya-ii-adv-loc
preverb,pv-lex,ishkwaa-,"when something has stopped, is over, is done; after",https://ojibwe.lib.umn.edu/main-entry/ishkwaa-pv-lex
verb,vii,ishkwaa-anama'e-giizhigad,it is Monday,https://ojibwe.lib.umn.edu/main-entry/ishkwaa-anama-e-giizhigad-vii
verb,vii,ishkwaa-aabitaa-dibikad,it is after mid-night,https://ojibwe.lib.umn.edu/main-entry/ishkwaa-aabitaa-dibikad-vii
verb,vii,ishkwaa-naawakwe,it is afternoon,https://ojibwe.lib.umn.edu/main-entry/ishkwaa-naawakwe-vii
verb,vii,ishkwaabiisaa,the rain is over,https://ojibwe.lib.umn.edu/main-entry/ishkwaabiisaa-vii
verb,vii,ishkwaabiisaan,the rain is over,https://ojibwe.lib.umn.edu/main-entry/ishkwaabiisaan-vii
verb,vai,ishkwaagamizige,s/he finishes boiling sap,https://ojibwe.lib.umn.edu/main-entry/ishkwaagamizige-vai
verb,vii,ishkwaagaa,it is the last run of sap,https://ojibwe.lib.umn.edu/main-entry/ishkwaagaa-vii
verb,vii,ishkwaajanokii-giizhigad,it is Saturday,https://ojibwe.lib.umn.edu/main-entry/ishkwaajanokii-giizhigad-vii
verb,vai,ishkwaajinikaazo,s/he has a last name,https://ojibwe.lib.umn.edu/main-entry/ishkwaajinikaazo-vai
noun,ni,ishkwaajinikaazowin,a last name,https://ojibwe.lib.umn.edu/main-entry/ishkwaajinikaazowin-ni
verb,vii,ishkwaakamigad,it (an event) is over,https://ojibwe.lib.umn.edu/main-entry/ishkwaakamigad-vii
verb,vai,ishkwaanaamo,s/he stops breathing,https://ojibwe.lib.umn.edu/main-entry/ishkwaanaamo-vai
noun,ni,ishkwaandem,a door,https://ojibwe.lib.umn.edu/main-entry/ishkwaandem-ni
noun,ni,ishkwaandemaabik,a doorknob,https://ojibwe.lib.umn.edu/main-entry/ishkwaandemaabik-ni
verb,vii,ishkwaapon,the snow is over,https://ojibwe.lib.umn.edu/main-entry/ishkwaapon-vii
verb,vii,ishkwaase,it comes to an end,https://ojibwe.lib.umn.edu/main-entry/ishkwaase-vii
verb,vai,ishkwaataa,"s/he is at the end of an activity; s/he stops an activity, stops working, quits working, quits a job",https://ojibwe.lib.umn.edu/main-entry/ishkwaataa-vai
verb,vai,ishkwaayaasige,it (animate; moon) is in the last quarter = it is the end of the month,https://ojibwe.lib.umn.edu/main-entry/ishkwaayaasige-vai
preverb,pv-lex,ishkwe-,at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwe-pv-lex
adverb,adv-loc,ishkwe-aya'ii,at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwe-aya-ii-adv-loc
adverb,adv-loc,ishkwe-ayi'ii,at the end of it,https://ojibwe.lib.umn.edu/main-entry/ishkwe-ayi-ii-adv-loc
adverb,adv-loc,ishkwe-minis,at the end of the island,https://ojibwe.lib.umn.edu/main-entry/ishkwe-minis-adv-loc
noun,ni,ishkwe-oodena,the end of town,https://ojibwe.lib.umn.edu/main-entry/ishkwe-oodena-ni
verb,vai,ishkwebi,s/he sits at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwebi-vai
verb,vai,ishkwedaabii'iwe,s/he drives in last place,https://ojibwe.lib.umn.edu/main-entry/ishkwedaabii-iwe-vai
verb,vii,ishkwegamaa,it is the last lake,https://ojibwe.lib.umn.edu/main-entry/ishkwegamaa-vii
verb,vai,ishkwegaabawi,s/he stands at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwegaabawi-vai
verb,vai,ishkwege,"s/he lives at the end of town,  lives in the last house",https://ojibwe.lib.umn.edu/main-entry/ishkwege-vai
verb,vii,ishkwegoode,it hangs at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwegoode-vii
verb,vti2,ishkwegoodoon,hang it at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwegoodoon-vti2
verb,vai,ishkwegoojin,s/he hangs at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwegoojin-vai
verb,vta,ishkwegoozh,hang h/ at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwegoozh-vta
noun,na,ishkwejaagan,"a last born child, the youngest child",https://ojibwe.lib.umn.edu/main-entry/ishkwejaagan-na
noun,na,ishkwejiiyaagan,"a last born child, the youngest child",https://ojibwe.lib.umn.edu/main-entry/ishkwejiiyaagan-na
adverb,adv-loc,ishkwekana,at the end of the road or trail,https://ojibwe.lib.umn.edu/main-entry/ishkwekana-adv-loc
verb,vai,ishkwenikaazo,s/he has a last name,https://ojibwe.lib.umn.edu/main-entry/ishkwenikaazo-vai
noun,ni,ishkwenikaazowin,a last name,https://ojibwe.lib.umn.edu/main-entry/ishkwenikaazowin-ni
noun,ni,ishkweninj,a little finger,https://ojibwe.lib.umn.edu/main-entry/ishkweninj-ni
noun,na,ishkwesa'igan,a top [toy],https://ojibwe.lib.umn.edu/main-entry/ishkwesa-igan-na
verb,vti2,ishkwesidoon,"put it at the end, in last place",https://ojibwe.lib.umn.edu/main-entry/ishkwesidoon-vti2
verb,vii,ishkwesin,it lies at the end,https://ojibwe.lib.umn.edu/main-entry/ishkwesin-vii
verb,vta,ishkweshim,"put h/ at the end, in last place",https://ojibwe.lib.umn.edu/main-entry/ishkweshim-vta
verb,vai,ishkweshimo,s/he dances at the end,https://ojibwe.lib.umn.edu/main-entry/ishkweshimo-vai
verb,vai,ishkweshin,s/he lies at the end,https://ojibwe.lib.umn.edu/main-entry/ishkweshin-vai
adverb,adv-loc,ishkweyaang,"behind, at the back, in the rear; in the back; back (in time), in the past",https://ojibwe.lib.umn.edu/main-entry/ishkweyaang-adv-loc
verb,vai,ishkwii,"s/he stays behind, remains",https://ojibwe.lib.umn.edu/main-entry/ishkwii-vai
verb,vai,ishpabi,"s/he sits high; s/he has a high office, is the chairman",https://ojibwe.lib.umn.edu/main-entry/ishpabi-vai
verb,vii,ishpadinaa,it is a high hill or ridge,https://ojibwe.lib.umn.edu/main-entry/ishpadinaa-vii
verb,vai,ishpadowe,s/he has deep fur,https://ojibwe.lib.umn.edu/main-entry/ishpadowe-vai
verb,vta,ishpagim,charge a high price for h/,https://ojibwe.lib.umn.edu/main-entry/ishpagim-vta
verb,vti,ishpagindan,charge a high price for it,https://ojibwe.lib.umn.edu/main-entry/ishpagindan-vti
verb,vai,ishpagindaaso,s/he charges a high price,https://ojibwe.lib.umn.edu/main-entry/ishpagindaaso-vai
verb,vii,ishpaginde,it is high-priced,https://ojibwe.lib.umn.edu/main-entry/ishpaginde-vii
verb,vai,ishpaginzo,"s/he is high-priced s/he is high in rank, status, or office",https://ojibwe.lib.umn.edu/main-entry/ishpaginzo-vai
verb,vii,ishpagoode,it hangs high,https://ojibwe.lib.umn.edu/main-entry/ishpagoode-vii
verb,vti2,ishpagoodoon,hang it high or higher,https://ojibwe.lib.umn.edu/main-entry/ishpagoodoon-vti2
verb,vai,ishpagoojin,s/he hangs highthe sun is high in the sky,https://ojibwe.lib.umn.edu/main-entry/ishpagoojin-vai
verb,vta,ishpagoozh,hang h/ high or higher,https://ojibwe.lib.umn.edu/main-entry/ishpagoozh-vta
verb,vai,ishpagoozi,s/he is perched up high,https://ojibwe.lib.umn.edu/main-entry/ishpagoozi-vai
verb,vii,ishpakamigaa,it is high ground,https://ojibwe.lib.umn.edu/main-entry/ishpakamigaa-vii
verb,vii,ishpakide,it stands high,https://ojibwe.lib.umn.edu/main-entry/ishpakide-vii
verb,vti2,ishpakidoon,erect it high,https://ojibwe.lib.umn.edu/main-entry/ishpakidoon-vti2
verb,vii,ishpakii,"it stands high out of the ground, grows high",https://ojibwe.lib.umn.edu/main-entry/ishpakii-vii
verb,vii,ishpashkad,"it (plant, grass) has a high stalk, is high",https://ojibwe.lib.umn.edu/main-entry/ishpashkad-vii
verb,vii,ishpashkosiwagaa,there is high grass,https://ojibwe.lib.umn.edu/main-entry/ishpashkosiwagaa-vii
adverb,adv-loc,ishpayi'ii,"up high (above, or over it)",https://ojibwe.lib.umn.edu/main-entry/ishpayi-ii-adv-loc
verb,vii,ishpaa,it is high up,https://ojibwe.lib.umn.edu/main-entry/ishpaa-vii
verb,vai,ishpaabi,s/he looks up high,https://ojibwe.lib.umn.edu/main-entry/ishpaabi-vai
verb,vii,ishpaabikaa,there is a high rocky ridge or cliff,https://ojibwe.lib.umn.edu/main-entry/ishpaabikaa-vii
verb,vti2,ishpaabiigagoodoon,hang it high or higher,https://ojibwe.lib.umn.edu/main-entry/ishpaabiigagoodoon-vti2
verb,vii,ishpaabiigibide,it moves up high fast on a string or line,https://ojibwe.lib.umn.edu/main-entry/ishpaabiigibide-vii
verb,vii,ishpaagamishkaa,"it (temperature) goes high, is above zero; it (blood) is high in pressure",https://ojibwe.lib.umn.edu/main-entry/ishpaagamishkaa-vii
verb,vii,ishpaagonagaa,it is deep snow,https://ojibwe.lib.umn.edu/main-entry/ishpaagonagaa-vii
verb,vai,ishpaagone'ige,s/he makes a high snow bank or mound (using something),https://ojibwe.lib.umn.edu/main-entry/ishpaagone-ige-vai
verb,vti2,ishpaakosidoon,pile it (stick-like) up high,https://ojibwe.lib.umn.edu/main-entry/ishpaakosidoon-vti2
verb,vii,ishpaakosin,it  (stick-like) lies piled high,https://ojibwe.lib.umn.edu/main-entry/ishpaakosin-vii
verb,vta,ishpaakoshim,pile h/ (stick-like) up high,https://ojibwe.lib.umn.edu/main-entry/ishpaakoshim-vta
verb,vai,ishpaakoshin,s/he (stick-like) lies piled high,https://ojibwe.lib.umn.edu/main-entry/ishpaakoshin-vai
verb,vai,ishpaandawe,s/he climbs high,https://ojibwe.lib.umn.edu/main-entry/ishpaandawe-vai
verb,vii,ishpaandawebide,it climbs up under power (as an elevator),https://ojibwe.lib.umn.edu/main-entry/ishpaandawebide-vii
verb,vii,ishpaasin,"it is blown high (by the wind); sails, soars high",https://ojibwe.lib.umn.edu/main-entry/ishpaasin-vii
verb,vai,ishpaashi,"s/he is blown high (by the wind); sails, soars high",https://ojibwe.lib.umn.edu/main-entry/ishpaashi-vai
verb,vti,ishpaatenan,shine it higher,https://ojibwe.lib.umn.edu/main-entry/ishpaatenan-vti
verb,vai,ishpaatenige,s/he shines a light higher,https://ojibwe.lib.umn.edu/main-entry/ishpaatenige-vai
verb,vti2,ishpaatoon,make it high,https://ojibwe.lib.umn.edu/main-entry/ishpaatoon-vti2
verb,vti,ishpendan,"think highly of, esteem, respect it",https://ojibwe.lib.umn.edu/main-entry/ishpendan-vti
verb,vai,ishpendaagozi,s/he is highly respected,https://ojibwe.lib.umn.edu/main-entry/ishpendaagozi-vai
verb,vii,ishpendaagwad,"it is highly regarded, is highly respected, is esteemed",https://ojibwe.lib.umn.edu/main-entry/ishpendaagwad-vii
verb,vta,ishpenim,think highly of h/,https://ojibwe.lib.umn.edu/main-entry/ishpenim-vta
verb,vai,ishpenimo,"s/he is proud, has self-respect",https://ojibwe.lib.umn.edu/main-entry/ishpenimo-vai
preverb,pv-lex,ishpi-,high; advanced into a time,https://ojibwe.lib.umn.edu/main-entry/ishpi-pv-lex
verb,vii,ishpi-dagwaagin,it is past the middle of the fall,https://ojibwe.lib.umn.edu/main-entry/ishpi-dagwaagin-vii
adverb,adv-tmp,ishpi-dibik,late at night,https://ojibwe.lib.umn.edu/main-entry/ishpi-dibik-adv-tmp
verb,vii,ishpi-dibikad,it is late at night,https://ojibwe.lib.umn.edu/main-entry/ishpi-dibikad-vii
verb,vii,ishpi-niibin,it is past the middle of summer,https://ojibwe.lib.umn.edu/main-entry/ishpi-niibin-vii
verb,vii,ishpi-ziigwan,it is past the middle of the spring,https://ojibwe.lib.umn.edu/main-entry/ishpi-ziigwan-vii
verb,vii,ishpibide,it flies high,https://ojibwe.lib.umn.edu/main-entry/ishpibide-vii
verb,vai,ishpibizo,"s/he speeds, flies higher; ascends in flight",https://ojibwe.lib.umn.edu/main-entry/ishpibizo-vai
verb,vii,ishpibiiyaa,"the water rises, is high",https://ojibwe.lib.umn.edu/main-entry/ishpibiiyaa-vii
verb,vai,ishpigwaashkwani,s/he jumps high,https://ojibwe.lib.umn.edu/main-entry/ishpigwaashkwani-vai
adverb,adv-loc,ishpiming,"in the sky, above, in heaven",https://ojibwe.lib.umn.edu/main-entry/ishpiming-adv-loc
noun,ni,ishpimisag,"the floor above, upstairs",https://ojibwe.lib.umn.edu/main-entry/ishpimisag-ni
verb,vii,ishpimisagokaade,it has an upper story,https://ojibwe.lib.umn.edu/main-entry/ishpimisagokaade-vii
adverb,adv-loc,ishpimiing,"in the sky, above, in heaven",https://ojibwe.lib.umn.edu/main-entry/ishpimiing-adv-loc
verb,vta,ishpin,"hold, lift h/ high",https://ojibwe.lib.umn.edu/main-entry/ishpin-vta
verb,vti,ishpinan,"hold, lift it high",https://ojibwe.lib.umn.edu/main-entry/ishpinan-vti
verb,vai,ishpinikeni,"s/he raises h/ arm, raises h/ hand",https://ojibwe.lib.umn.edu/main-entry/ishpinikeni-vai
verb,vai,ishpise,s/he flies high,https://ojibwe.lib.umn.edu/main-entry/ishpise-vai
verb,vii,ishpise,it flies high,https://ojibwe.lib.umn.edu/main-entry/ishpise-vii
verb,vti2,ishpisidoon,pile it high,https://ojibwe.lib.umn.edu/main-entry/ishpisidoon-vti2
verb,vii,ishpisin,"it is piled high, lies in a high pile; it is at a high setting",https://ojibwe.lib.umn.edu/main-entry/ishpisin-vii
verb,vta,ishpishim,pile h/ high,https://ojibwe.lib.umn.edu/main-entry/ishpishim-vta
verb,vai,ishpishin,"it (animate) is piled high, lies in a big pile",https://ojibwe.lib.umn.edu/main-entry/ishpishin-vai
verb,vta,ishpiweba',knock h/ high (using something),https://ojibwe.lib.umn.edu/main-entry/ishpiweba-vta
verb,vti,ishpiweba'an,knock it high (using something),https://ojibwe.lib.umn.edu/main-entry/ishpiweba-an-vti
verb,vta,ishpiwebin,throw h/ high,https://ojibwe.lib.umn.edu/main-entry/ishpiwebin-vta
verb,vti,ishpiwebinan,throw it high,https://ojibwe.lib.umn.edu/main-entry/ishpiwebinan-vti
verb,vti,ishpiwebishkan,kick it high,https://ojibwe.lib.umn.edu/main-entry/ishpiwebishkan-vti
verb,vta,ishpiwebishkaw,kick h/ high,https://ojibwe.lib.umn.edu/main-entry/ishpiwebishkaw-vta
verb,vii,ishpoonagad,it (a boat) is high,https://ojibwe.lib.umn.edu/main-entry/ishpoonagad-vii
adverb,adv-tmp,ishwaaching,eight times,https://ojibwe.lib.umn.edu/main-entry/ishwaaching-adv-tmp
verb,vii,ishwaachinoon,"they (inanimate) are eight, there are eight of them",https://ojibwe.lib.umn.edu/main-entry/ishwaachinoon-vii
verb,vai,ishwaachiwag,"they (animate) are eight, there are eight of them",https://ojibwe.lib.umn.edu/main-entry/ishwaachiwag-vai
preverb,pv-qnt,ishwaaso-,eight,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-pv-qnt
verb,vii,ishwaaso-biboonagad,it is eight years,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-biboonagad-vii
verb,vai,ishwaaso-biboonagizi,s/he is eight years old,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-biboonagizi-vai
verb,vii,ishwaaso-diba'iganed,it is eight o'clock,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-diba-iganed-vii
verb,vii,ishwaaso-giiziswagad,it is eight months,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-giiziswagad-vii
verb,vai,ishwaaso-giiziswagizi,s/he is eight months old,https://ojibwe.lib.umn.edu/main-entry/ishwaaso-giiziswagizi-vai
verb,vii,ishwaasogonagad,it is eight days,https://ojibwe.lib.umn.edu/main-entry/ishwaasogonagad-vii
verb,vai,ishwaasogonagizi,it is the eighth (of the month); s/he is eight days old,https://ojibwe.lib.umn.edu/main-entry/ishwaasogonagizi-vai
noun,na,ishwaasoobii'igan,an eight (card),https://ojibwe.lib.umn.edu/main-entry/ishwaasoobii-igan-na
verb,vai,ishwaasoogaabawiwag,eight of them stand together,https://ojibwe.lib.umn.edu/main-entry/ishwaasoogaabawiwag-vai
pronoun,pron-dem,iw,that (inanimate singular),https://ojibwe.lib.umn.edu/main-entry/iw-pron-dem
pronoun,pron-dem,iwedi,that over there (inanimate singular),https://ojibwe.lib.umn.edu/main-entry/iwedi-pron-dem
adverb,adv-loc,iwidi,over there,https://ojibwe.lib.umn.edu/main-entry/iwidi-adv-loc
verb,vai,izhaa,s/he goes to a certain place,https://ojibwe.lib.umn.edu/main-entry/izhaa-vai
verb,vii,izhaamagad,it goes to a certain place,https://ojibwe.lib.umn.edu/main-entry/izhaamagad-vii
verb,vta,izhi,"say to h/, speak so to h/",https://ojibwe.lib.umn.edu/main-entry/izhi-vta
preverb,pv-rel,izhi-,in a certain way; to a certain place; thus; so; there,https://ojibwe.lib.umn.edu/main-entry/izhi-pv-rel
verb,vai,izhi-ayaa,s/he is a certain way,https://ojibwe.lib.umn.edu/main-entry/izhi-ayaa-vai
verb,vii,izhi-giizhigad,it is a certain day of the week,https://ojibwe.lib.umn.edu/main-entry/izhi-giizhigad-vii
verb,vti,izhi-wiindan,"call, name it a certain way",https://ojibwe.lib.umn.edu/main-entry/izhi-wiindan-vti
verb,vii,izhi-wiinde,"it is called, named a certain way",https://ojibwe.lib.umn.edu/main-entry/izhi-wiinde-vii
verb,vta,izhi-wiinzh,"call, name h/ a certain way",https://ojibwe.lib.umn.edu/main-entry/izhi-wiinzh-vta
verb,vai,izhi-wiinzo,"s/he is called, named a certain way",https://ojibwe.lib.umn.edu/main-entry/izhi-wiinzo-vai
verb,vii,izhibagad,"it has such leaves, has leaves going a certain way",https://ojibwe.lib.umn.edu/main-entry/izhibagad-vii
verb,vai,izhibagizi,"it (animate) has such leaves, has leaves going a certain way",https://ojibwe.lib.umn.edu/main-entry/izhibagizi-vai
verb,vai,izhiba'igo,"s/he rides to a certain place, drives to a certain place (drawn by horse or dog)",https://ojibwe.lib.umn.edu/main-entry/izhiba-igo-vai
verb,vta,izhibii'amaw,write (it) a certain way to or for h/,https://ojibwe.lib.umn.edu/main-entry/izhibii-amaw-vta
