ojibwe word,part of speech,url,definition
makadewizigwaa,vii,https://ojibwe.lib.umn.edu/main-entry/makadewizigwaa-vii,there is dark ice
makadewiingwe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewiingwe-vai,"s/he has a dark face, a black face"
makadewiiyaas,na,https://ojibwe.lib.umn.edu/main-entry/makadewiiyaas-na,a Black person; a person of African descent
makadewiiyaasikwe,na,https://ojibwe.lib.umn.edu/main-entry/makadewiiyaasikwe-na,a Black woman; a woman of African descent
makadeyaanakwad,vii,https://ojibwe.lib.umn.edu/main-entry/makadeyaanakwad-vii,it is a dark cloud
makadeyaanowe,vai,https://ojibwe.lib.umn.edu/main-entry/makadeyaanowe-vai,s/he (an animal) has a black tail
makak,ni,https://ojibwe.lib.umn.edu/main-entry/makak-ni,"a semi-rigid or rigid container: a basket (especially one of birch bark), a box"
makakoke,vai,https://ojibwe.lib.umn.edu/main-entry/makakoke-vai,"s/he makes a basket (especially one of brich bark), makes a box"
makakosag,ni,https://ojibwe.lib.umn.edu/main-entry/makakosag-ni,"a large rigid containter: a tub. a barrel, a carton"
makakosagodaabaan,ni,https://ojibwe.lib.umn.edu/main-entry/makakosagodaabaan-ni,a boxcar
makakoshkwemag,ni,https://ojibwe.lib.umn.edu/main-entry/makakoshkwemag-ni,a birch bark basket for storage
makakoons,ni,https://ojibwe.lib.umn.edu/main-entry/makakoons-ni,"a small box-like object: a small box or basket, a battery, a small radio"
makam,vta,https://ojibwe.lib.umn.edu/main-entry/makam-vta,"take (it) from h/ (forcibly), rob h/ of (it)"
makandiwag,vai,https://ojibwe.lib.umn.edu/main-entry/makandiwag-vai,"they take (it) from each other (forcibly), rob each other (of it)"
makandwe,vai,https://ojibwe.lib.umn.edu/main-entry/makandwe-vai,"s/he takes things from people (forcibly), robs people"
makizin,ni,https://ojibwe.lib.umn.edu/main-entry/makizin-ni,"a shoe, a moccasina tire"
makizinataadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/makizinataadiwag-vai,they play the moccasin game with each other
makizinataadiwin,ni,https://ojibwe.lib.umn.edu/main-entry/makizinataadiwin-ni,moccasin game
makizinataage,vai,https://ojibwe.lib.umn.edu/main-entry/makizinataage-vai,s/he plays the moccasin game
makizinataage-nagamon,ni,https://ojibwe.lib.umn.edu/main-entry/makizinataage-nagamon-ni,a moccasin game song
makizinataagewin,ni,https://ojibwe.lib.umn.edu/main-entry/makizinataagewin-ni,moccasin game
makizinens,ni,https://ojibwe.lib.umn.edu/main-entry/makizinens-ni,a small moccasin or shoe; a child's moccasin or shoe
makizineyaab,ni,https://ojibwe.lib.umn.edu/main-entry/makizineyaab-ni,a shoelace
makizineyaabiikaadan,vti,https://ojibwe.lib.umn.edu/main-entry/makizineyaabiikaadan-vti,
makizineyaabiike,vai,https://ojibwe.lib.umn.edu/main-entry/makizineyaabiike-vai,s/he makes moccasin or shoe laces
makizinikaw,vta,https://ojibwe.lib.umn.edu/main-entry/makizinikaw-vta,make moccasins for h/
makizinikaan,ni,https://ojibwe.lib.umn.edu/main-entry/makizinikaan-ni,a moccasin in manufacture
makizinike,vai,https://ojibwe.lib.umn.edu/main-entry/makizinike-vai,"s/he makes moccasins, makes shoes"
mako-bimide,ni,https://ojibwe.lib.umn.edu/main-entry/mako-bimide-ni,bear grease
mako-miikana,ni,https://ojibwe.lib.umn.edu/main-entry/mako-miikana-ni,a bear path
mako-wanii'igan,ni,https://ojibwe.lib.umn.edu/main-entry/mako-wanii-igan-ni,a bear trap
mako-wiinin,ni,https://ojibwe.lib.umn.edu/main-entry/mako-wiinin-ni,bear fat
mako-wiiyaas,ni,https://ojibwe.lib.umn.edu/main-entry/mako-wiiyaas-ni,bear meat
mako-zaasiganag,na,https://ojibwe.lib.umn.edu/main-entry/mako-zaasiganag-na,bear cracklings
makobwaam,ni,https://ojibwe.lib.umn.edu/main-entry/makobwaam-ni,a bear hindquarter
makoganzh,na,https://ojibwe.lib.umn.edu/main-entry/makoganzh-na,a bear claw
makokaazo,vai,https://ojibwe.lib.umn.edu/main-entry/makokaazo-vai,s/he pretends to be a bear
makominagaawanzh,na,https://ojibwe.lib.umn.edu/main-entry/makominagaawanzh-na,a mountain ash
makoninj,ni,https://ojibwe.lib.umn.edu/main-entry/makoninj-ni,a bear paw
makoshtigwaan,ni,https://ojibwe.lib.umn.edu/main-entry/makoshtigwaan-ni,a bear's head
makowi,vai,https://ojibwe.lib.umn.edu/main-entry/makowi-vai,"s/he is a bear, becomes a bearshe comes of age, has her first menses"
makozid,ni,https://ojibwe.lib.umn.edu/main-entry/makozid-ni,"a bear's foot, hindpaw"
makoons,na,https://ojibwe.lib.umn.edu/main-entry/makoons-na,a bear cub
makoonsens,na,https://ojibwe.lib.umn.edu/main-entry/makoonsens-na,a baby bear cub
makoonsiwi,vai,https://ojibwe.lib.umn.edu/main-entry/makoonsiwi-vai,"s/he is a bear cubshe comes of age, has her first menses"
makoonsiwi-giizis,na,https://ojibwe.lib.umn.edu/main-entry/makoonsiwi-giizis-na,February
makwa,na,https://ojibwe.lib.umn.edu/main-entry/makwa-na,a bear
makwanii'igan,ni,https://ojibwe.lib.umn.edu/main-entry/makwanii-igan-ni,a bear trap
makwasaagim,na,https://ojibwe.lib.umn.edu/main-entry/makwasaagim-na,a bear paw snowshoe
makwasaam,na,https://ojibwe.lib.umn.edu/main-entry/makwasaam-na,a bearpaw snowshoe
makwayaan,na,https://ojibwe.lib.umn.edu/main-entry/makwayaan-na,a bear hide
makwaazh,ni,https://ojibwe.lib.umn.edu/main-entry/makwaazh-ni,a bear den
mamadookizi,vai,https://ojibwe.lib.umn.edu/main-entry/mamadookizi-vai,s/he is clumsy
mamadwebiigamitoo,vai,https://ojibwe.lib.umn.edu/main-entry/mamadwebiigamitoo-vai,s/he makes noise in the water
mamadweganaandan,vti,https://ojibwe.lib.umn.edu/main-entry/mamadweganaandan-vti,"keep pounding it, keep hitting it audibly"
mamadwe'ige,vai,https://ojibwe.lib.umn.edu/main-entry/mamadwe-ige-vai,s/he keeps on pounding audibly
mamadweshkaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamadweshkaa-vii,"it makes noise (in motion), creaks repeatedly"
mamadwetoo,vai,https://ojibwe.lib.umn.edu/main-entry/mamadwetoo-vai,s/he is heard moving or doing something repeatedly or here and there
mamadweyaashkaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamadweyaashkaa-vii,it (waves) can be heard
mamadwezige,vai,https://ojibwe.lib.umn.edu/main-entry/mamadwezige-vai,s/he is heard firing repeatedly
mamagoniishkwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamagoniishkwe-vai,s/he has the mumps
mamagozo,vai,https://ojibwe.lib.umn.edu/main-entry/mamagozo-vai,"it is bumpy, is bubbling as it cooks"
mamakadewiganzhii,vai,https://ojibwe.lib.umn.edu/main-entry/mamakadewiganzhii-vai,s/he has black nails or claws
mamakadewishkiinzhigwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamakadewishkiinzhigwe-vai,
mamakadewitawage,vai,https://ojibwe.lib.umn.edu/main-entry/mamakadewitawage-vai,s/he has black ears
mamakadewizide,vai,https://ojibwe.lib.umn.edu/main-entry/mamakadewizide-vai,s/he has black feet or paws
mamakizi,vai,https://ojibwe.lib.umn.edu/main-entry/mamakizi-vai,s/he has smallpox
mamakiziwin,ni,https://ojibwe.lib.umn.edu/main-entry/mamakiziwin-ni,smallpox
mamakii',vta,https://ojibwe.lib.umn.edu/main-entry/mamakii-vta,allot h/ land
mamakii'idim,vai,https://ojibwe.lib.umn.edu/main-entry/mamakii-idim-vai,there is an allotment of land
mamakii'idiwag,vai,https://ojibwe.lib.umn.edu/main-entry/mamakii-idiwag-vai,they are allotted land
mamaw,vta,https://ojibwe.lib.umn.edu/main-entry/mamaw-vta,"take (it) from, pick it up from h/"
mamawadisidiwag,vai,https://ojibwe.lib.umn.edu/main-entry/mamawadisidiwag-vai,they visit each other back and forth
mamawadishiwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamawadishiwe-vai,s/he visits back and forth
mamawin,vta,https://ojibwe.lib.umn.edu/main-entry/mamawin-vta,
mamayaawii,vai,https://ojibwe.lib.umn.edu/main-entry/mamayaawii-vai,s/he starts moving around and getting up
mamazinaada'e,vai,https://ojibwe.lib.umn.edu/main-entry/mamazinaada-e-vai,s/he is figure-skating
mamazinaande,vii,https://ojibwe.lib.umn.edu/main-entry/mamazinaande-vii,"it has a multicolored design, has a colorful pattern"
mamazinigwaade,vii,https://ojibwe.lib.umn.edu/main-entry/mamazinigwaade-vii,"it is sewn with designs, is embroidered"
mamazinigwaazo,vai,https://ojibwe.lib.umn.edu/main-entry/mamazinigwaazo-vai,"it (animate) is sewn with designs, is embroidered"
mamaachaawan,vii,https://ojibwe.lib.umn.edu/main-entry/mamaachaawan-vii,they are big
mamaadaandagaasin,vii,https://ojibwe.lib.umn.edu/main-entry/mamaadaandagaasin-vii,the boughs move in the wind
mamaadin,vta,https://ojibwe.lib.umn.edu/main-entry/mamaadin-vta,"manipulate  h/, move h/ back and forth"
mamaadinan,vti,https://ojibwe.lib.umn.edu/main-entry/mamaadinan-vti,"manipulate it, move it back and forth"
mamaadwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaadwe-vai,s/he groans
mamaajibide,vii,https://ojibwe.lib.umn.edu/main-entry/mamaajibide-vii,it shakes (in operation)
mamaajibidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/mamaajibidoon-vti2,skip
mamaajibizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajibizo-vai,"s/he shakes (in operation, driving)"
mamaajide'eshkaa,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajide-eshkaa-vai,"s/he has heart palpitations, has a heart attack"
mamaajigaabawi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajigaabawi-vai,s/he moves around standing
mamaajigaaden,vta,https://ojibwe.lib.umn.edu/main-entry/mamaajigaaden-vta,move h/ legs
mamaajigaadeni,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajigaadeni-vai,s/he moves h/ (own) legs
mamaajinikeni,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajinikeni-vai,s/he moves h/ arms
mamaajininjiibani'o,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajininjiibani-o-vai,
mamaajininjiini,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajininjiini-vai,s/he moves h/ hands or fingers
mamaajise,vii,https://ojibwe.lib.umn.edu/main-entry/mamaajise-vii,it moves
mamaajise,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajise-vai,"s/he moves, is in motion, twitches"
mamaajii,vai,https://ojibwe.lib.umn.edu/main-entry/mamaajii-vai,"s/he moves, is in motion, twitches"
mamaajiimagad,vii,https://ojibwe.lib.umn.edu/main-entry/mamaajiimagad-vii,it moves
mamaanabi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanabi-vai,s/he keeps sitting uncomfortably
mamaanaabide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanaabide-vai,s/he has crooked teeth
mamaandaagochige,vai,https://ojibwe.lib.umn.edu/main-entry/mamaandaagochige-vai,s/he performs tricks
mamaandaagochigewin,ni,https://ojibwe.lib.umn.edu/main-entry/mamaandaagochigewin-ni,"a circus, a carnival"
mamaandaawaajimo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaandaawaajimo-vai,s/he tells an amazing story of wonders
mamaandaawichigewinini,na,https://ojibwe.lib.umn.edu/main-entry/mamaandaawichigewinini-na,a magician
mamaandaawizi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaandaawizi-vai,s/he performs wonders; s/he does magic; perform wonders
mamaandidowag,vai,https://ojibwe.lib.umn.edu/main-entry/mamaandidowag-vai,they are big
mamaangadepon,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangadepon-vii,it snows in large flakes
mamaangadeyaawan,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangadeyaawan-vii,they (inanimate) are wide
mamaangadeyiigizide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangadeyiigizide-vai,s/he has wide and flat or webbed feet
mamaangadezide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangadezide-vai,s/he has wide feet
mamaangadeziwag,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangadeziwag-vai,they (animate) are wide
mamaangadikwanezi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangadikwanezi-vai,s/he (a tree) has big branches
mamaanganowe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanganowe-vai,s/he has big cheeks
mamaangaabide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangaabide-vai,s/he has big teeth
mamaangaadigose,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangaadigose-vii,the riffles/ruffles of the current are big
mamaangaashkaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangaashkaa-vii,there are big waves
mamaangibagaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangibagaa-vii,there are big leaves; it has big leaves
mamaangibagizi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangibagizi-vai,it (animate) has big leaves
mamaangibiisaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangibiisaa-vii,there are big drops of rain
mamaangibwaame,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangibwaame-vai,s/he has big thighs
mamaangidenigome,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangidenigome-vai,s/he has big nostrils
mamaangiganzhii,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangiganzhii-vai,"s/he has big nails, has big claws"
mamaangigaade,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangigaade-vai,s/he has big legs
mamaangigidigwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangigidigwe-vai,s/he has big knees
mamaangikawe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangikawe-vai,s/he leaves big footprints or tracks
mamaangiminagadoon,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangiminagadoon-vii,they (something globular) are big
mamaanginike,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanginike-vai,s/he has big arms
mamaangininjii,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangininjii-vai,s/he has big hands
mamaangipon,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangipon-vii,there are big snowflakes
mamaangishkam,vai2,https://ojibwe.lib.umn.edu/main-entry/mamaangishkam-vai2,s/he leaves big tracks
mamaangishkiinzhigwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangishkiinzhigwe-vai,s/he has big eyes
mamaangitawage,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangitawage-vai,s/he has big ears
mamaangiwine,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangiwine-vai,s/he has big horns or antlers
mamaangizide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangizide-vai,s/he has big feet
mamaangizidekawe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangizidekawe-vai,s/he leaves wide-footed tracks
mamaangizhigwane,vai,https://ojibwe.lib.umn.edu/main-entry/mamaangizhigwane-vai,it has big tail fins
mamaangwewebiisaan,vii,https://ojibwe.lib.umn.edu/main-entry/mamaangwewebiisaan-vii,the sound of big rain drops is heard
mamaanjigogaadepizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamaanjigogaadepizh-vta,restrain h/ by tying h/ arms
mamaanjigogaadepizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigogaadepizo-vai,s/he is restrained by h/ legs being tied
mamaanjigogaamo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigogaamo-vai,s/he is so fat s/he can't move
mamaanjigon,vta,https://ojibwe.lib.umn.edu/main-entry/mamaanjigon-vta,"hold h/ so h/ can't move, restrain h/"
mamaanjigonan,vti,https://ojibwe.lib.umn.edu/main-entry/mamaanjigonan-vti,"hold it so it can't move, restrain it"
mamaanjigonikepizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamaanjigonikepizh-vta,restrain h/ by tying h/ arms
mamaanjigonikepizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigonikepizo-vai,s/he is restrained by h/ feet being tied
mamaanjigoshkaa,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigoshkaa-vai,"s/he is immobilized, freezes in h/ tracks"
mamaanjigozi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigozi-vai,"s/he is immobilized, is incapacitated"
mamaanjigozidepizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamaanjigozidepizh-vta,restrain h/ by tying h/ feet
mamaanjigozidepizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigozidepizo-vai,s/he is restrained by h/ feet being tied
mamaanjigwabi,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwabi-vai,"s/he sits unable to move, sits cramped up"
mamaanjigwapide,vii,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapide-vii,it is bound securely; it is restrained by being tied
mamaanjigwapidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapidoon-vti2,bind it securely; restrain it by tying it
mamaanjigwapijigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapijigaazo-vai,"s/he is bound securely (by someone), ""they"" bind h/ securely; s/he is restrained by being tied (by someone), ""they"" restrain h/ by tying h/"
mamaanjigwapizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapizh-vta,bind h/ securely; restrain h/ by tying h/
mamaanjigwapizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapizo-vai,s/he is bound securely; s/he is restrained by being tied
mamaanjigwapizon,ni,https://ojibwe.lib.umn.edu/main-entry/mamaanjigwapizon-ni,a binder
mamaashkawaji,vai,https://ojibwe.lib.umn.edu/main-entry/mamaashkawaji-vai,s/he is frost-bitten
mamaashkawitawagewaji,vai,https://ojibwe.lib.umn.edu/main-entry/mamaashkawitawagewaji-vai,s/he has frozen ears
mamaazhi',vta,https://ojibwe.lib.umn.edu/main-entry/mamaazhi-vta,"overpower, prevail over, conquer h/ or it (animate)"
mamaazhi'iwe,vai,https://ojibwe.lib.umn.edu/main-entry/mamaazhi-iwe-vai,"s/he overpowers, prevails over, conquers people"
mamaazikaa,vai,https://ojibwe.lib.umn.edu/main-entry/mamaazikaa-vai,"s/he moves, is in motion, twitches"
mamaazikaa,vii,https://ojibwe.lib.umn.edu/main-entry/mamaazikaa-vii,"it moves, is in motion, twitches"
mamaazhitoon,vti2,https://ojibwe.lib.umn.edu/main-entry/mamaazhitoon-vti2,"prevail over, conquor it"
mamaazhizide,vai,https://ojibwe.lib.umn.edu/main-entry/mamaazhizide-vai,s/he has deformed feet
mamaazhii,vai,https://ojibwe.lib.umn.edu/main-entry/mamaazhii-vai,"s/he makes things badly, does a poor job"
mamekwaadan,vti,https://ojibwe.lib.umn.edu/main-entry/mamekwaadan-vti,"brag, boast about it"
mamekwaanidizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamekwaanidizo-vai,"s/he brags, boasts about h/ self"
mamekwaazh,vta,https://ojibwe.lib.umn.edu/main-entry/mamekwaazh-vta,"brag, boast about h/"
mamekwaazo,vai,https://ojibwe.lib.umn.edu/main-entry/mamekwaazo-vai,"s/he brags (about h/ self), boasts"
mami,vta,https://ojibwe.lib.umn.edu/main-entry/mami-vta,"take h/, pick h/ up"
mamibidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/mamibidoon-vti2,"pick, pluck, snatch it"
mamibizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamibizh-vta,"pick, pluck, snatch it (animate)"
mamichigaadeshin,vai,https://ojibwe.lib.umn.edu/main-entry/mamichigaadeshin-vai,s/he lies with h/ legs uncovered
mamichinikeshin,vai,https://ojibwe.lib.umn.edu/main-entry/mamichinikeshin-vai,s/he lies with h/ arms uncovered
mamichizideshin,vai,https://ojibwe.lib.umn.edu/main-entry/mamichizideshin-vai,s/he lies with h/ feet uncovered
mamigaade,vii,https://ojibwe.lib.umn.edu/main-entry/mamigaade-vii,"it is taken (by someone), ""they"" take it, it is picked up (by someone), ""they"" pick it up"
mamigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/mamigaazo-vai,"s/he is taken (by someone), ""they"" take h/, s/he is picked up (by someone), ""they"" pick h/ up"
mamige,vai,https://ojibwe.lib.umn.edu/main-entry/mamige-vai,"s/he takes, picks up things"
mamigobagizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamigobagizo-vai,s/he shakes h/ body (as in dancing)
mamigobidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/mamigobidoon-vti2,"rub it (with the hands) to loosen it, jiggle it"
mamigobizh,vta,https://ojibwe.lib.umn.edu/main-entry/mamigobizh-vta,"rub h/ (with the hands) to loosen h/, jiggle h/"
mamigodenaniwebagizo,vai,https://ojibwe.lib.umn.edu/main-entry/mamigodenaniwebagizo-vai,s/he wiggles h/ tonque
mamigon,vta,https://ojibwe.lib.umn.edu/main-entry/mamigon-vta,rub it (animate) in the hand to loosen it
mamigonan,vti,https://ojibwe.lib.umn.edu/main-entry/mamigonan-vti,rub it in the hand to loosen it
